Product History,,Product,AWP01,Store,372,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Transaction Date,Transaction Type,Reference Number,Customer Vendor #,Customer/Vendor Name,Receiving PO Number,Inventory Quantity,Non-Inventory Quantity,Price,Cost,Inventory Balance,Transaction Date,Transaction Type,Reference Number,Created By,Created Date,Created Time,Last Changed By,Last Changed Date,Last Changed Time
09/07/22,INVC,3720029103,2852708,"GOTTA GO, INC.",,0,2,75,50,0,09/07/22,INVC,3720029103,U651CTW   ,09/07/22,10:57:47,U651CTW   ,09/07/22,10:57:57
09/07/22,INVC,3720029081,2852708,"GOTTA GO, INC.",,0,2,75,50,0,09/07/22,INVC,3720029081,U651CTW   ,09/07/22,07:50:24,U651CTW   ,09/07/22,07:50:24
09/06/22,RECV,3760030264,9999021,*** STORE TRANSFERS ***,0,0,9,0,50,0,09/06/22,RECV,3760030264,U651RLW   ,09/01/22,08:37:08,U651RLW   ,09/01/22,08:37:08
08/29/22,RECV,3760030137,9999021,*** STORE TRANSFERS ***,0,0,6,0,50,0,08/29/22,RECV,3760030137,U651KAW   ,08/29/22,14:28:41,U651KAW   ,08/29/22,14:28:41
08/29/22,RECV,3760030111,9999021,*** STORE TRANSFERS ***,0,0,2,0,50,0,08/29/22,RECV,3760030111,U651KAW   ,08/29/22,11:04:30,U651KAW   ,08/29/22,11:04:30
08/29/22,RECV,3760030085,9999021,*** STORE TRANSFERS ***,0,0,2,0,50,0,08/29/22,RECV,3760030085,U651KAW   ,08/26/22,12:54:10,U651KAW   ,08/26/22,12:54:10
08/29/22,RECV,3760030066,9999021,*** STORE TRANSFERS ***,0,0,3,0,50,0,08/29/22,RECV,3760030066,U651RLW   ,08/26/22,08:03:31,U651RLW   ,08/26/22,08:03:31
08/23/22,INVC,3720028369,2852708,"GOTTA GO, INC.",,0,1,75,50,0,08/23/22,INVC,3720028369,U651CTW   ,08/23/22,08:39:43,U651CTW   ,08/23/22,08:39:50
08/23/22,INVC,3720028153,2859680,"GOTTA GO, INC. - TRACKING",,0,1,75,50,0,08/23/22,INVC,3720028153,U651PLS   ,08/19/22,09:36:31,U651PLS   ,08/19/22,09:36:31
08/23/22,RECV,3760028659,9999021,*** STORE TRANSFERS ***,0,0,7,0,50,0,08/23/22,RECV,3760028659,U651CBB   ,08/23/22,11:41:47,U651CBB   ,08/23/22,11:41:47
08/17/22,INVC,3720025659,2854548,MILLER TRANSPORTATION/ IN,,0,2,75,50,0,08/17/22,INVC,3720025659,U651LAV   ,06/29/22,16:33:08,U651LAV   ,06/29/22,16:33:08
08/09/22,INVC,3720027605,2852708,"GOTTA GO, INC.",,0,2,75,50,0,08/09/22,INVC,3720027605,U651CTW   ,08/09/22,07:48:52,U651CTW   ,08/09/22,07:48:52
08/08/22,INVC,3720027501,2857682,A&S TRUCK RD SERVICE LLC,,0,1,75,50,0,08/08/22,INVC,3720027501,U651TLG   ,08/05/22,10:54:16,U651TLG   ,08/05/22,10:54:16
08/03/22,INVC,3720026371,2850394,A & R LOGISTICS INC,,0,14,80,50,0,08/03/22,INVC,3720026371,U651PLS   ,07/14/22,16:22:59,U651PLS   ,07/14/22,16:22:59
07/15/22,RECV,3760027849,9999021,*** STORE TRANSFERS ***,0,0,8,0,50,0,07/15/22,RECV,3760027849,U651TAH   ,07/15/22,09:55:09,U651TAH   ,07/15/22,09:55:09
07/15/22,RECV,3760027751,9999021,*** STORE TRANSFERS ***,0,0,8,0,50,0,07/15/22,RECV,3760027751,U651RLW   ,07/14/22,10:40:47,U651RLW   ,07/14/22,10:40:47
07/15/22,RECV,3760027751,9999021,*** STORE TRANSFERS ***,0,0,1,0,50,0,07/15/22,RECV,3760027751,U651RLW   ,07/14/22,10:40:47,U651RLW   ,07/14/22,10:40:47
07/15/22,RECV,3760027721,9999021,*** STORE TRANSFERS ***,0,0,5,0,50,0,07/15/22,RECV,3760027721,U651RLW   ,07/14/22,08:23:15,U651RLW   ,07/14/22,08:23:15
07/15/22,RECV,3760027244,9999021,*** STORE TRANSFERS ***,0,0,8,0,50,0,07/15/22,RECV,3760027244,U651RLW   ,07/05/22,09:14:38,U651RLW   ,07/05/22,09:14:38
07/15/22,RECV,3760027244,9999021,*** STORE TRANSFERS ***,0,0,1,0,50,0,07/15/22,RECV,3760027244,U651RLW   ,07/05/22,09:14:38,U651RLW   ,07/05/22,09:14:38
07/15/22,RECV,3760027244,9999021,*** STORE TRANSFERS ***,0,0,2,0,50,0,07/15/22,RECV,3760027244,U651RLW   ,07/05/22,09:14:38,U651RLW   ,07/05/22,09:14:38
07/15/22,RECV,3760027073,9999021,*** STORE TRANSFERS ***,0,0,4,0,50,0,07/15/22,RECV,3760027073,U651RLW   ,06/30/22,10:16:33,U651RLW   ,06/30/22,10:16:33
07/05/22,INVC,3720024859,2850394,A & R LOGISTICS INC,,0,4,78,50,0,07/05/22,INVC,3720024859,U651LAV   ,06/17/22,08:10:00,U651CTW   ,06/20/22,07:18:35
06/29/22,RECV,3760026916,9999021,*** STORE TRANSFERS ***,0,0,2,0,50,0,06/29/22,RECV,3760026916,U651TAH   ,06/28/22,10:48:58,U651TAH   ,06/28/22,10:48:58
06/08/22,INVC,3720024472,2852708,"GOTTA GO, INC.",,0,2,75,50,0,06/08/22,INVC,3720024472,U651CTW   ,06/08/22,15:56:48,U651CTW   ,06/08/22,15:56:48
06/07/22,INVC,3720023929,2850394,A & R LOGISTICS INC,,0,7,78,50,0,06/07/22,INVC,3720023929,U651CTW   ,06/02/22,07:35:53,U651CTW   ,06/02/22,07:35:53
05/31/22,INVC,3720024055,9821050,TRANSFERS TO #376 L'VILLE,,0,11,50,50,0,05/31/22,INVC,3720024055,U651CBB   ,05/31/22,11:41:11,U651CBB   ,05/31/22,11:41:11
05/31/22,INVC,3720024022,2852708,"GOTTA GO, INC.",,0,4,75,50,0,05/31/22,INVC,3720024022,U651CTW   ,05/31/22,07:55:17,U651CTW   ,05/31/22,07:55:17
05/31/22,RECV,3760025301,9999021,*** STORE TRANSFERS ***,0,0,11,0,50,0,05/31/22,RECV,3760025301,U651RLW   ,05/25/22,07:15:11,U651RLW   ,05/25/22,07:15:11
05/26/22,RECV,3760025306,9999021,*** STORE TRANSFERS ***,0,0,11,0,50,0,05/26/22,RECV,3760025306,U651RLW   ,05/25/22,07:28:28,U651RLW   ,05/25/22,07:28:28
05/26/22,RECV,3760025302,9999021,*** STORE TRANSFERS ***,0,0,2,0,50,0,05/26/22,RECV,3760025302,U651RLW   ,05/25/22,07:20:33,U651RLW   ,05/25/22,07:20:33
05/23/22,INVC,3720023686,2859680,"GOTTA GO, INC. - TRACKING",,0,2,75,50,0,05/23/22,INVC,3720023686,U651CTW   ,05/23/22,14:57:50,U651CTW   ,05/23/22,14:57:50
05/23/22,INVC,3720023117,2850394,A & R LOGISTICS INC,,0,6,78,50,0,05/23/22,INVC,3720023117,U651CTW   ,05/13/22,13:18:36,U651CTW   ,05/13/22,13:18:52
05/17/22,INVC,3720022977,2852708,"GOTTA GO, INC.",,0,2,75,50,0,05/17/22,INVC,3720022977,U651CTW   ,05/17/22,08:59:29,U651CTW   ,05/17/22,08:59:29
05/16/22,RECV,3760024636,9999021,*** STORE TRANSFERS ***,0,0,3,0,50,0,05/16/22,RECV,3760024636,U651RLW   ,05/13/22,09:00:30,U651RLW   ,05/13/22,09:00:30
05/16/22,RECV,3760024636,9999021,*** STORE TRANSFERS ***,0,0,8,0,50,0,05/16/22,RECV,3760024636,U651RLW   ,05/13/22,09:00:30,U651RLW   ,05/13/22,09:00:30
04/29/22,INVC,3720022282,2850394,A & R LOGISTICS INC,,0,12,78,50,0,04/29/22,INVC,3720022282,U651CTW   ,04/26/22,08:38:43,U651CTW   ,04/26/22,08:38:43
04/27/22,RECV,3760023714,9999021,*** STORE TRANSFERS ***,0,0,8,0,50,0,04/27/22,RECV,3760023714,U651RLW   ,04/26/22,10:11:34,U651RLW   ,04/26/22,10:11:34
04/23/22,RECV,3760023251,9999021,*** STORE TRANSFERS ***,0,0,4,0,50,0,04/23/22,RECV,3760023251,U651TAH   ,04/18/22,08:22:02,U651TAH   ,04/18/22,08:22:02
04/21/22,INVC,3720022077,2852708,"GOTTA GO, INC.",,0,2,75,50,0,04/21/22,INVC,3720022077,U651CTW   ,04/21/22,08:09:43,U651CTW   ,04/21/22,08:09:43
04/21/22,INVC,3720022073,2852708,"GOTTA GO, INC.",,0,4,75,50,0,04/21/22,INVC,3720022073,U651CTW   ,04/21/22,07:55:08,U651CTW   ,04/21/22,07:55:08
04/18/22,INVC,3720021520,2850394,A & R LOGISTICS INC,,0,6,78,50,0,04/18/22,INVC,3720021520,U651CTW   ,04/08/22,07:36:11,U651CTW   ,04/11/22,07:18:55
04/13/22,RECV,3760022849,9999021,*** STORE TRANSFERS ***,0,0,4,0,50,0,04/13/22,RECV,3760022849,U651RLW   ,04/08/22,10:46:25,U651RLW   ,04/08/22,10:46:25
04/09/22,RECV,3760022832,9999021,*** STORE TRANSFERS ***,0,0,5,0,50,0,04/09/22,RECV,3760022832,U651TAH   ,04/08/22,08:26:25,U651TAH   ,04/08/22,08:26:25
04/09/22,RECV,3760022831,9999021,*** STORE TRANSFERS ***,0,0,2,0,50,0,04/09/22,RECV,3760022831,U651TAH   ,04/08/22,08:24:48,U651TAH   ,04/08/22,08:24:48
04/08/22,RECV,3760022669,9999021,*** STORE TRANSFERS ***,0,0,2,0,50,0,04/08/22,RECV,3760022669,U651TAH   ,04/05/22,08:56:09,U651TAH   ,04/05/22,08:56:09
04/04/22,INVC,3720020748,2850394,A & R LOGISTICS INC,,0,8,78,50,0,04/04/22,INVC,3720020748,U651CTW   ,03/29/22,09:06:04,U651CTW   ,03/29/22,09:06:04
03/31/22,RECV,3760021931,9999021,*** STORE TRANSFERS ***,0,0,4,0,50,0,03/31/22,RECV,3760021931,U651TAH   ,03/21/22,10:33:45,U651TAH   ,03/21/22,10:33:45
03/31/22,RECV,3760021929,9999021,*** STORE TRANSFERS ***,0,0,8,0,50,0,03/31/22,RECV,3760021929,U651TAH   ,03/21/22,10:32:54,U651TAH   ,03/21/22,10:32:54
03/31/22,RECV,3760019819,9999021,*** STORE TRANSFERS ***,0,0,12,0,50,0,03/31/22,RECV,3760019819,U651KAW   ,02/01/22,07:01:29,U651KAW   ,02/01/22,07:01:29
03/23/22,INVC,3720020576,2852708,"GOTTA GO, INC.",,0,1,75,50,0,03/23/22,INVC,3720020576,U651LAV   ,03/18/22,16:30:09,U651LAV   ,03/18/22,16:30:09
03/23/22,RECV,3760020679,9999021,*** STORE TRANSFERS ***,0,0,2,0,50,0,03/23/22,RECV,3760020679,U651RLW   ,02/22/22,10:44:43,U651RLW   ,02/22/22,10:44:43
03/21/22,INVC,3720020633,2852708,"GOTTA GO, INC.",,0,4,75,50,0,03/21/22,INVC,3720020633,U651CTW   ,03/21/22,10:26:43,U651CTW   ,03/21/22,10:26:43
03/21/22,VINV,3720020614,2850001,VOID,,0,4,75,50,0,03/21/22,VINV,3720020614,U651CTW   ,03/21/22,10:14:23,U651CTW   ,03/21/22,10:14:23
03/18/22,RECV,3760021416,9999021,*** STORE TRANSFERS ***,0,0,2,0,50,0,03/18/22,RECV,3760021416,U651KAW   ,03/09/22,09:33:48,U651KAW   ,03/09/22,09:33:48
03/16/22,RECV,3760021653,9999021,*** STORE TRANSFERS ***,0,0,8,0,50,0,03/16/22,RECV,3760021653,U651KAW   ,03/15/22,09:43:43,U651KAW   ,03/15/22,09:43:43
03/16/22,RECV,3760021651,9999021,*** STORE TRANSFERS ***,0,0,3,0,50,0,03/16/22,RECV,3760021651,U651KAW   ,03/15/22,09:42:44,U651KAW   ,03/15/22,09:42:44
03/02/22,RECV,3760021034,9999021,*** STORE TRANSFERS ***,0,0,6,0,50,0,03/02/22,RECV,3760021034,U651RLW   ,03/01/22,10:15:09,U651RLW   ,03/01/22,10:15:09
02/25/22,INVC,3720019471,2850394,A & R LOGISTICS INC,,0,4,78,50,0,02/25/22,INVC,3720019471,U651CTW   ,02/21/22,07:33:07,U651CMC   ,02/25/22,11:12:18
02/18/22,RECV,3760020576,9999021,*** STORE TRANSFERS ***,0,0,4,0,50,0,02/18/22,RECV,3760020576,U651RLW   ,02/18/22,11:54:50,U651RLW   ,02/18/22,11:54:50
02/18/22,RECV,3760020575,9999021,*** STORE TRANSFERS ***,0,0,7,0,50,0,02/18/22,RECV,3760020575,U651RLW   ,02/18/22,11:53:43,U651RLW   ,02/18/22,11:53:43
02/18/22,RECV,3760020574,9999021,*** STORE TRANSFERS ***,0,0,6,0,50,0,02/18/22,RECV,3760020574,U651RLW   ,02/18/22,11:48:42,U651RLW   ,02/18/22,11:48:42
02/11/22,INVC,3720018326,2850394,A & R LOGISTICS INC,,0,16,78,50,0,02/11/22,INVC,3720018326,U651CTW   ,01/24/22,07:30:49,U651CTW   ,01/24/22,07:30:49
01/25/22,RECV,3760019307,9999021,*** STORE TRANSFERS ***,0,0,9,0,50,0,01/25/22,RECV,3760019307,U651TAH   ,01/19/22,11:21:33,U651TAH   ,01/19/22,11:21:33
01/24/22,INVC,3720017687,2850394,A & R LOGISTICS INC,,0,9,78,50,0,01/24/22,INVC,3720017687,U651CTW   ,01/05/22,12:01:11,U651CMC   ,01/24/22,12:54:26
01/17/22,INVC,3720017907,2850394,A & R LOGISTICS INC,,0,4,78,50,0,01/17/22,INVC,3720017907,U651JLE   ,01/11/22,14:36:04,U651JLE   ,01/11/22,14:36:04
01/17/22,INVC,3720017906,2850394,A & R LOGISTICS INC,,0,4,78,50,0,01/17/22,INVC,3720017906,U651JLE   ,01/11/22,14:29:12,U651JLE   ,01/11/22,14:29:12
01/11/22,RECV,3760018937,9999021,*** STORE TRANSFERS ***,0,0,3,0,50,0,01/11/22,RECV,3760018937,U651KAW   ,01/11/22,14:16:51,U651KAW   ,01/11/22,14:16:51
01/05/22,RECV,3760018675,9999021,*** STORE TRANSFERS ***,0,0,8,0,50,0,01/05/22,RECV,3760018675,U651RLW   ,01/05/22,10:02:15,U651RLW   ,01/05/22,10:02:15
01/05/22,RECV,3760018674,9999021,*** STORE TRANSFERS ***,0,0,7,0,50,0,01/05/22,RECV,3760018674,U651RLW   ,01/05/22,10:01:30,U651RLW   ,01/05/22,10:01:30
12/21/21,INVC,3720017131,2852708,"GOTTA GO, INC.",,0,4,75,50,0,12/21/21,INVC,3720017131,U651CTW   ,12/21/21,07:58:09,U651CTW   ,12/21/21,07:58:09
12/20/21,RECV,3760018072,9999021,*** STORE TRANSFERS ***,0,0,4,0,50,0,12/20/21,RECV,3760018072,U651RLW   ,12/17/21,13:56:33,U651RLW   ,12/17/21,13:56:33
12/10/21,INVC,3720016428,2850394,A & R LOGISTICS INC,,0,5,78,50,0,12/10/21,INVC,3720016428,U651TWJ   ,12/06/21,13:09:30,U651TWJ   ,12/06/21,13:09:30
12/06/21,RECV,3760017423,9999021,*** STORE TRANSFERS ***,0,0,7,0,50,0,12/06/21,RECV,3760017423,U651TAH   ,12/06/21,09:04:23,U651TAH   ,12/06/21,09:04:23
11/30/21,INVC,3720016157,2851564,C-JAMS,,0,2,75,50,0,11/30/21,INVC,3720016157,U651CTW   ,11/30/21,07:22:48,U651CTW   ,11/30/21,07:22:48
11/29/21,RECV,3760017162,9999021,*** STORE TRANSFERS ***,0,0,6,0,50,0,11/29/21,RECV,3760017162,U651RLW   ,11/29/21,10:01:58,U651RLW   ,11/29/21,10:01:58
11/09/21,INVC,3720015193,2854561,MISTER P EXPRESS INC.,,0,1,75,50,0,11/09/21,INVC,3720015193,U651CTW   ,11/09/21,13:59:52,U651CTW   ,11/09/21,13:59:52
11/08/21,INVC,3720015130,2854696,RAY-LEE TRANSPORT,,0,1,75,50,0,11/08/21,INVC,3720015130,U651BWS   ,11/08/21,11:31:50,U651BWS   ,11/08/21,11:32:04
11/05/21,RECV,3760016165,9999021,*** STORE TRANSFERS ***,0,0,1,0,50,0,11/05/21,RECV,3760016165,U651RLW   ,11/05/21,13:22:06,U651RLW   ,11/05/21,13:22:06
11/04/21,INVC,3720015020,2854561,MISTER P EXPRESS INC.,,0,1,75,50,0,11/04/21,INVC,3720015020,U651CTW   ,11/04/21,16:14:31,U651CTW   ,11/04/21,16:14:31
10/20/21,RECV,3760015369,9999021,*** STORE TRANSFERS ***,0,0,2,0,50,0,10/20/21,RECV,3760015369,U651TAH   ,10/20/21,11:25:15,U651TAH   ,10/20/21,11:25:15
10/20/21,RECV,3760015368,9999021,*** STORE TRANSFERS ***,0,0,4,0,50,0,10/20/21,RECV,3760015368,U651TAH   ,10/20/21,11:24:18,U651TAH   ,10/20/21,11:24:18
10/15/21,INVC,3720014026,2854696,RAY-LEE TRANSPORT,,0,1,75,50,0,10/15/21,INVC,3720014026,U651PLS   ,10/13/21,16:51:59,U651PLS   ,10/13/21,16:51:59
10/13/21,RECV,3760015063,9999021,*** STORE TRANSFERS ***,0,0,1,0,50,0,10/13/21,RECV,3760015063,U651KAW   ,10/13/21,13:26:49,U651KAW   ,10/13/21,13:26:49
10/06/21,INVC,3720013653,2852291,ERNST CONCRETE KENTUCKIAN,,0,8,75,50,0,10/06/21,INVC,3720013653,U651TLG   ,10/06/21,11:08:46,U651TLG   ,10/06/21,11:08:46
10/06/21,RECV,3760014711,9999021,*** STORE TRANSFERS ***,0,0,4,0,50,0,10/06/21,RECV,3760014711,U651TAH   ,10/06/21,12:43:55,U651TAH   ,10/06/21,12:43:55
09/16/21,INVC,3720012594,2852117,DUBOIS COUNTY TIRE & SUPP,,0,2,60,50,0,09/16/21,INVC,3720012594,U651MAS   ,09/14/21,15:24:07,U651MAS   ,09/14/21,15:24:07
09/16/21,INVC,3720012594,2852117,DUBOIS COUNTY TIRE & SUPP,,0,1,60,50,0,09/16/21,INVC,3720012594,U651MAS   ,09/14/21,15:23:13,U651MAS   ,09/14/21,15:23:13
09/14/21,RECV,3760013488,9999021,*** STORE TRANSFERS ***,0,0,1,0,50,0,09/14/21,RECV,3760013488,U651RLW   ,09/14/21,09:53:46,U651RLW   ,09/14/21,09:53:46
09/09/21,INVC,3720012236,2852117,DUBOIS COUNTY TIRE & SUPP,,0,6,60,50,0,09/09/21,INVC,3720012236,U651MAS   ,09/09/21,09:29:01,U651MAS   ,09/09/21,09:29:01
09/01/21,RECV,3760012854,9999021,*** STORE TRANSFERS ***,0,0,4,0,50,0,09/01/21,RECV,3760012854,U651RLW   ,09/01/21,09:23:15,U651RLW   ,09/01/21,09:23:15
09/01/21,RECV,3760012846,9999021,*** STORE TRANSFERS ***,0,0,3,0,50,0,09/01/21,RECV,3760012846,U651RLW   ,09/01/21,08:06:51,U651RLW   ,09/01/21,08:06:51
09/01/21,RECV,3760012844,9999021,*** STORE TRANSFERS ***,0,0,1,0,50,0,09/01/21,RECV,3760012844,U651RLW   ,09/01/21,08:05:26,U651RLW   ,09/01/21,08:05:26
09/01/21,RECV,3760012649,9999021,*** STORE TRANSFERS ***,0,0,8,0,50,0,09/01/21,RECV,3760012649,U651RLW   ,09/01/21,08:02:56,U651RLW   ,09/01/21,08:02:56
08/30/21,INVC,3720011838,2854561,MISTER P EXPRESS INC.,,0,1,75,50,0,08/30/21,INVC,3720011838,U651CTW   ,08/30/21,08:09:02,U651CTW   ,08/30/21,08:09:02
08/25/21,RECV,3760012493,9999021,*** STORE TRANSFERS ***,0,0,5,0,50,0,08/25/21,RECV,3760012493,U651RLW   ,08/25/21,13:35:39,U651RLW   ,08/25/21,13:35:39
08/19/21,INVC,3720011353,2852117,DUBOIS COUNTY TIRE & SUPP,,0,1,60,50,0,08/19/21,INVC,3720011353,U651MAS   ,08/19/21,09:36:35,U651MAS   ,08/19/21,09:36:35
08/19/21,INVC,3720011353,2852117,DUBOIS COUNTY TIRE & SUPP,,0,1,60,50,0,08/19/21,INVC,3720011353,U651MAS   ,08/19/21,09:35:46,U651MAS   ,08/19/21,09:35:46
08/18/21,INVC,3720011050,2852117,DUBOIS COUNTY TIRE & SUPP,,0,2,60,50,0,08/18/21,INVC,3720011050,U651MAS   ,08/13/21,10:56:15,U651MAS   ,08/13/21,10:56:15
08/13/21,VINV,3720011048,5537437,VOID,,0,2,60,50,0,08/13/21,VINV,3720011048,U651MAS   ,08/13/21,10:31:22,U651MAS   ,08/13/21,10:31:22
08/12/21,RECV,3760011754,9999021,*** STORE TRANSFERS ***,0,0,6,0,50,0,08/12/21,RECV,3760011754,U651RLW   ,08/12/21,11:38:30,U651RLW   ,08/12/21,11:38:30
,,,,,,,,,,,,,,,,,,,
,,,,Beginning Balance,0,,,,,,,,,,,,,,
,,,,Net Activity,0,,,,,,,,,,,,,,
,,,,Ending Balance,0,,,,,,,,,,,,,,
