Product History,,Product,AWP01,Store,376,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Transaction Date,Transaction Type,Reference Number,Customer Vendor #,Customer/Vendor Name,Receiving PO Number,Inventory Quantity,Non-Inventory Quantity,Price,Cost,Inventory Balance,Transaction Date,Transaction Type,Reference Number,Created By,Created Date,Created Time,Last Changed By,Last Changed Date,Last Changed Time
07/14/22,INVC,3760027625,2857682,A&S TRUCK RD SERVICE LLC,,0,1,75,50,0,07/14/22,INVC,3760027625,U651WLM   ,07/12/22,12:45:16,U651WLM   ,07/12/22,12:45:16
07/11/22,INVC,3760027463,2857412,PENSKE #5471 - JEFFVILLE,,0,3,75,50,0,07/11/22,INVC,3760027463,U651RLW   ,07/08/22,10:17:09,U651RLW   ,07/08/22,10:17:09
07/11/22,INVC,3760027421,2854960,PENSKE #0470 - E. LVILLE,,0,4,75,50,0,07/11/22,INVC,3760027421,U651RLW   ,07/07/22,13:15:58,U651RLW   ,07/07/22,13:15:58
07/07/22,INVC,3760027339,2854962,PENSKE #0456 - LOUISVILLE,,0,1,75,50,0,07/07/22,INVC,3760027339,U651KAW   ,07/06/22,10:18:17,U651KAW   ,07/06/22,10:18:17
07/07/22,INVC,3760027296,2854960,PENSKE #0470 - E. LVILLE,,0,4,75,50,0,07/07/22,INVC,3760027296,U651KAW   ,07/05/22,15:17:25,U651KAW   ,07/05/22,15:17:25
07/05/22,INVC,3760027248,2854155,"M & M CARTAGE CO., INC.",,0,16,70.5,50,0,07/05/22,INVC,3760027248,U651RLW   ,07/05/22,10:25:51,U651RLW   ,07/05/22,10:25:51
07/05/22,INVC,3760027244,9821021,TRANSFERS TO #372 J'VILLE,,0,8,50,50,0,07/05/22,INVC,3760027244,U651RLW   ,07/05/22,10:13:57,U651RLW   ,07/05/22,10:13:57
07/05/22,INVC,3760027244,9821021,TRANSFERS TO #372 J'VILLE,,0,1,50,50,0,07/05/22,INVC,3760027244,U651RLW   ,07/05/22,10:13:26,U651RLW   ,07/05/22,10:13:26
07/05/22,INVC,3760027244,9821021,TRANSFERS TO #372 J'VILLE,,0,2,50,50,0,07/05/22,INVC,3760027244,U651RLW   ,07/05/22,10:12:26,U651RLW   ,07/05/22,10:12:26
06/30/22,INVC,3760027074,9821027,TRANSFERS TO #374 SEYMOUR,,0,6,50,50,0,06/30/22,INVC,3760027074,U651RLW   ,06/30/22,11:18:55,U651RLW   ,06/30/22,11:18:55
06/30/22,INVC,3760027073,9821021,TRANSFERS TO #372 J'VILLE,,0,4,50,50,0,06/30/22,INVC,3760027073,U651RLW   ,06/30/22,11:15:59,U651RLW   ,06/30/22,11:15:59
06/30/22,INVC,3760026930,2854960,PENSKE #0470 - E. LVILLE,,0,2,75,50,0,06/30/22,INVC,3760026930,U651KAW   ,06/28/22,13:43:23,U651KAW   ,06/28/22,13:43:23
06/30/22,INVC,3760026740,2857412,PENSKE #5471 - JEFFVILLE,,0,4,75,50,0,06/30/22,INVC,3760026740,U651RLW   ,06/24/22,11:23:27,U651RLW   ,06/24/22,11:23:27
06/28/22,INVC,3760026916,9821021,TRANSFERS TO #372 J'VILLE,,0,2,50,50,0,06/28/22,INVC,3760026916,U651TAH   ,06/28/22,11:47:57,U651TAH   ,06/28/22,11:47:57
06/28/22,INVC,3760026690,2854960,PENSKE #0470 - E. LVILLE,,0,10,75,50,0,06/28/22,INVC,3760026690,U651RLW   ,06/23/22,11:59:47,U651RLW   ,06/23/22,11:59:47
06/28/22,INVC,3760026667,2854960,PENSKE #0470 - E. LVILLE,,0,2,75,50,0,06/28/22,INVC,3760026667,U651KAW   ,06/22/22,15:23:44,U651KAW   ,06/22/22,15:23:44
06/24/22,INVC,3760026762,2852291,ERNST CONCRETE KENTUCKIAN,,0,8,80,50,0,06/24/22,INVC,3760026762,U651KAW   ,06/24/22,14:48:23,U651KAW   ,06/24/22,14:48:43
06/24/22,INVC,3760026728,2854155,"M & M CARTAGE CO., INC.",,0,8,70.5,50,0,06/24/22,INVC,3760026728,U651RLW   ,06/24/22,09:47:39,U651RLW   ,06/24/22,09:47:39
06/24/22,INVC,3760026728,2854155,"M & M CARTAGE CO., INC.",,0,8,70.5,50,0,06/24/22,INVC,3760026728,U651RLW   ,06/24/22,09:46:39,U651RLW   ,06/24/22,09:46:39
06/24/22,INVC,3760026728,2854155,"M & M CARTAGE CO., INC.",,0,4,70.5,50,0,06/24/22,INVC,3760026728,U651RLW   ,06/24/22,09:22:43,U651RLW   ,06/24/22,09:22:43
06/24/22,INVC,3760026728,2854155,"M & M CARTAGE CO., INC.",,0,7,70.5,50,0,06/24/22,INVC,3760026728,U651RLW   ,06/24/22,08:50:02,U651RLW   ,06/24/22,09:22:06
06/22/22,INVC,3760026567,2854960,PENSKE #0470 - E. LVILLE,,0,3,75,50,0,06/22/22,INVC,3760026567,U651RLW   ,06/21/22,13:00:05,U651RLW   ,06/21/22,13:00:05
06/13/22,INVC,3760025992,2854960,PENSKE #0470 - E. LVILLE,,0,3,75,50,0,06/13/22,INVC,3760025992,U651KAW   ,06/08/22,09:13:55,U651KAW   ,06/08/22,09:13:55
06/13/22,INVC,3760025894,2854962,PENSKE #0456 - LOUISVILLE,,0,1,75,50,0,06/13/22,INVC,3760025894,U651RLW   ,06/06/22,12:29:44,U651RLW   ,06/06/22,12:29:44
06/13/22,INVC,3760025759,2854960,PENSKE #0470 - E. LVILLE,,0,1,75,50,0,06/13/22,INVC,3760025759,U651KAW   ,06/02/22,13:23:46,U651KAW   ,06/02/22,13:23:46
06/07/22,INVC,3760025885,2854155,"M & M CARTAGE CO., INC.",,0,10,75,50,0,06/07/22,INVC,3760025885,U651RLW   ,06/07/22,08:51:25,U651RLW   ,06/07/22,09:03:07
06/01/22,INVC,3760025576,2854960,PENSKE #0470 - E. LVILLE,,0,2,75,50,0,06/01/22,INVC,3760025576,U651RLW   ,05/31/22,11:26:17,U651RLW   ,05/31/22,11:26:17
06/01/22,INVC,3760025502,2857412,PENSKE #5471 - JEFFVILLE,,0,1,75,50,0,06/01/22,INVC,3760025502,U651RLW   ,05/27/22,10:49:58,U651RLW   ,05/27/22,10:49:58
05/31/22,RECV,3720024055,9999021,*** STORE TRANSFERS ***,0,0,11,0,50,0,05/31/22,RECV,3720024055,U651CBB   ,05/31/22,10:49:31,U651CBB   ,05/31/22,10:49:31
05/27/22,INVC,3760025292,2854962,PENSKE #0456 - LOUISVILLE,,0,1,75,50,0,05/27/22,INVC,3760025292,U651KAW   ,05/24/22,16:13:10,U651KAW   ,05/24/22,16:13:10
05/25/22,INVC,3760025306,9821021,TRANSFERS TO #372 J'VILLE,,0,11,50,50,0,05/25/22,INVC,3760025306,U651RLW   ,05/25/22,08:27:46,U651RLW   ,05/25/22,08:27:52
05/25/22,INVC,3760025302,9821021,TRANSFERS TO #372 J'VILLE,,0,2,50,50,0,05/25/22,INVC,3760025302,U651RLW   ,05/25/22,08:19:51,U651RLW   ,05/25/22,08:19:51
05/25/22,INVC,3760025301,9821021,TRANSFERS TO #372 J'VILLE,,0,11,50,50,0,05/25/22,INVC,3760025301,U651RLW   ,05/25/22,08:10:24,U651RLW   ,05/25/22,08:10:24
05/25/22,INVC,3760025300,9821027,TRANSFERS TO #374 SEYMOUR,,0,6,50,50,0,05/25/22,INVC,3760025300,U651RLW   ,05/25/22,08:07:05,U651RLW   ,05/25/22,08:07:05
05/25/22,INVC,3760025299,9821027,TRANSFERS TO #374 SEYMOUR,,0,1,50,50,0,05/25/22,INVC,3760025299,U651RLW   ,05/25/22,07:59:43,U651RLW   ,05/25/22,07:59:43
05/25/22,INVC,3760023799,2852243,ELLIS LLC,,0,2,70,50,0,05/25/22,INVC,3760023799,U651KAW   ,04/27/22,11:16:59,U651KAW   ,04/27/22,11:16:59
05/23/22,INVC,3760025025,2857412,PENSKE #5471 - JEFFVILLE,,0,1,75,50,0,05/23/22,INVC,3760025025,U651RLW   ,05/20/22,10:14:09,U651RLW   ,05/20/22,10:14:09
05/21/22,INVC,3760025068,2854960,PENSKE #0470 - E. LVILLE,,0,7,75,50,0,05/21/22,INVC,3760025068,U651LER   ,05/21/22,08:41:08,U651LER   ,05/21/22,08:41:08
05/21/22,INVC,3760025067,2854960,PENSKE #0470 - E. LVILLE,,0,-7,75,50,0,05/21/22,INVC,3760025067,U651LER   ,05/21/22,08:40:03,U651LER   ,05/21/22,08:40:03
05/20/22,INVC,3760024925,2854962,PENSKE #0456 - LOUISVILLE,,0,2,75,50,0,05/20/22,INVC,3760024925,U651KAW   ,05/18/22,15:04:41,U651KAW   ,05/18/22,15:04:41
05/18/22,VINV,3760024928,2855571,VOID,,0,1,65,50,0,05/18/22,VINV,3760024928,U651MRE   ,05/18/22,14:58:06,U651MRE   ,05/18/22,14:58:06
05/18/22,INVC,3760024852,2854960,PENSKE #0470 - E. LVILLE,,0,3,75,50,0,05/18/22,INVC,3760024852,U651RLW   ,05/17/22,13:49:25,U651RLW   ,05/17/22,13:49:25
05/18/22,INVC,3760024710,2854962,PENSKE #0456 - LOUISVILLE,,0,3,75,50,0,05/18/22,INVC,3760024710,U651RLW   ,05/16/22,11:28:51,U651RLW   ,05/16/22,11:28:51
05/16/22,INVC,3760024689,2857412,PENSKE #5471 - JEFFVILLE,,0,1,75,50,0,05/16/22,INVC,3760024689,U651TAH   ,05/16/22,08:06:01,U651TAH   ,05/16/22,08:06:01
05/16/22,INVC,3760024589,2854960,PENSKE #0470 - E. LVILLE,,0,4,75,50,0,05/16/22,INVC,3760024589,U651KAW   ,05/12/22,13:15:10,U651KAW   ,05/12/22,13:15:10
05/13/22,INVC,3760024636,9821021,TRANSFERS TO #372 J'VILLE,,0,3,50,50,0,05/13/22,INVC,3760024636,U651RLW   ,05/13/22,09:59:47,U651RLW   ,05/13/22,09:59:47
05/13/22,INVC,3760024636,9821021,TRANSFERS TO #372 J'VILLE,,0,8,50,50,0,05/13/22,INVC,3760024636,U651RLW   ,05/13/22,09:58:52,U651RLW   ,05/13/22,09:58:52
05/12/22,INVC,3760024417,2854960,PENSKE #0470 - E. LVILLE,,0,2,75,50,0,05/12/22,INVC,3760024417,U651RLW   ,05/10/22,11:03:41,U651RLW   ,05/10/22,11:04:13
05/11/22,INVC,3760024516,9821027,TRANSFERS TO #374 SEYMOUR,,0,4,50,50,0,05/11/22,INVC,3760024516,U651TAH   ,05/11/22,14:56:36,U651TAH   ,05/11/22,14:56:36
05/09/22,INVC,3760024295,2854962,PENSKE #0456 - LOUISVILLE,,0,1,75,50,0,05/09/22,INVC,3760024295,U651RLW   ,05/06/22,11:12:04,U651RLW   ,05/06/22,11:12:04
05/09/22,INVC,3760024285,2857412,PENSKE #5471 - JEFFVILLE,,0,3,75,50,0,05/09/22,INVC,3760024285,U651RLW   ,05/06/22,09:31:26,U651RLW   ,05/06/22,09:31:26
05/09/22,INVC,3760024096,2854962,PENSKE #0456 - LOUISVILLE,,0,2,75,50,0,05/09/22,INVC,3760024096,U651KAW   ,05/03/22,13:53:51,U651KAW   ,05/03/22,13:53:51
05/09/22,INVC,3760024088,2854960,PENSKE #0470 - E. LVILLE,,0,5,75,50,0,05/09/22,INVC,3760024088,U651RLW   ,05/03/22,13:17:08,U651RLW   ,05/03/22,13:17:08
05/09/22,INVC,3760023910,2854960,PENSKE #0470 - E. LVILLE,,0,7,75,50,0,05/09/22,INVC,3760023910,U651RLW   ,04/28/22,14:13:47,U651RLW   ,04/28/22,14:13:47
05/05/22,INVC,3760024195,9821027,TRANSFERS TO #374 SEYMOUR,,0,4,50,50,0,05/05/22,INVC,3760024195,U651TAH   ,05/05/22,08:03:10,U651TAH   ,05/05/22,08:03:10
04/28/22,INVC,3760023821,2857412,PENSKE #5471 - JEFFVILLE,,0,2,75,50,0,04/28/22,INVC,3760023821,U651RLW   ,04/27/22,13:41:57,U651RLW   ,04/27/22,13:41:57
04/28/22,INVC,3760023750,2854962,PENSKE #0456 - LOUISVILLE,,0,2,75,50,0,04/28/22,INVC,3760023750,U651KAW   ,04/26/22,13:42:16,U651KAW   ,04/26/22,13:42:16
04/28/22,INVC,3760023712,2854960,PENSKE #0470 - E. LVILLE,,0,5,75,50,0,04/28/22,INVC,3760023712,U651RLW   ,04/26/22,11:05:10,U651RLW   ,04/26/22,11:05:10
04/28/22,INVC,3760023607,2854962,PENSKE #0456 - LOUISVILLE,,0,2,75,50,0,04/28/22,INVC,3760023607,U651KAW   ,04/25/22,15:31:41,U651KAW   ,04/25/22,15:31:41
04/28/22,INVC,3760023564,2854962,PENSKE #0456 - LOUISVILLE,,0,1,75,50,0,04/28/22,INVC,3760023564,U651RLW   ,04/25/22,12:23:50,U651RLW   ,04/25/22,12:23:50
04/26/22,INVC,3760023714,9821021,TRANSFERS TO #372 J'VILLE,,0,8,50,50,0,04/26/22,INVC,3760023714,U651RLW   ,04/26/22,11:11:22,U651RLW   ,04/26/22,11:11:22
04/26/22,INVC,3760023452,2854960,PENSKE #0470 - E. LVILLE,,0,4,75,50,0,04/26/22,INVC,3760023452,U651RLW   ,04/21/22,10:58:04,U651RLW   ,04/21/22,10:58:04
04/20/22,INVC,3760023405,9821027,TRANSFERS TO #374 SEYMOUR,,0,6,50,50,0,04/20/22,INVC,3760023405,U651RLW   ,04/20/22,08:15:44,U651RLW   ,04/20/22,08:15:44
04/20/22,INVC,3760018807,2854962,PENSKE #0456 - LOUISVILLE,,0,1,75,50,0,04/20/22,INVC,3760018807,U651RLW   ,01/10/22,10:14:33,U651RLW   ,01/10/22,10:14:33
04/20/22,INVC,3760018799,2854960,PENSKE #0470 - E. LVILLE,,0,1,75,50,0,04/20/22,INVC,3760018799,U651KAW   ,01/10/22,09:37:26,U651KAW   ,01/10/22,09:37:26
04/19/22,INVC,3760023377,2854155,"M & M CARTAGE CO., INC.",,0,10,70.5,50,0,04/19/22,INVC,3760023377,U651RLW   ,04/19/22,10:01:19,U651RLW   ,04/19/22,10:01:19
04/19/22,INVC,3760023347,2854960,PENSKE #0470 - E. LVILLE,,0,3,75,50,0,04/19/22,INVC,3760023347,U651KAW   ,04/18/22,15:05:06,U651KAW   ,04/18/22,15:05:06
04/19/22,INVC,3760023342,2854962,PENSKE #0456 - LOUISVILLE,,0,1,75,50,0,04/19/22,INVC,3760023342,U651KAW   ,04/18/22,14:30:08,U651KAW   ,04/18/22,14:30:08
04/19/22,INVC,3760023279,2854962,PENSKE #0456 - LOUISVILLE,,0,1,75,50,0,04/19/22,INVC,3760023279,U651KAW   ,04/18/22,11:10:39,U651KAW   ,04/18/22,11:10:39
04/19/22,INVC,3760023252,2852291,ERNST CONCRETE KENTUCKIAN,,0,8,80,50,0,04/19/22,INVC,3760023252,U651TAH   ,04/18/22,09:23:40,U651TLG   ,04/19/22,14:20:06
04/19/22,INVC,3760023232,2854962,PENSKE #0456 - LOUISVILLE,,0,1,75,50,0,04/19/22,INVC,3760023232,U651KAW   ,04/16/22,09:10:59,U651KAW   ,04/16/22,09:10:59
04/18/22,INVC,3760023251,9821021,TRANSFERS TO #372 J'VILLE,,0,4,50,50,0,04/18/22,INVC,3760023251,U651TAH   ,04/18/22,09:20:10,U651TAH   ,04/18/22,09:20:10
04/13/22,INVC,3760023100,2855616,BEST-ONE BOWLING GREEN,,0,4,50,50,0,04/13/22,INVC,3760023100,U651RLW   ,04/13/22,11:23:59,U651RLW   ,04/13/22,11:23:59
04/11/22,INVC,3760022935,2857412,PENSKE #5471 - JEFFVILLE,,0,1,75,50,0,04/11/22,INVC,3760022935,U651TAH   ,04/11/22,10:44:23,U651TAH   ,04/11/22,10:44:23
04/11/22,INVC,3760022890,9821027,TRANSFERS TO #374 SEYMOUR,,0,6,50,50,0,04/11/22,INVC,3760022890,U651TAH   ,04/11/22,08:34:10,U651TAH   ,04/11/22,08:34:10
04/11/22,INVC,3760022812,2854960,PENSKE #0470 - E. LVILLE,,0,2,75,50,0,04/11/22,INVC,3760022812,U651RLW   ,04/07/22,13:45:49,U651RLW   ,04/07/22,13:45:49
04/08/22,INVC,3760022849,9821021,TRANSFERS TO #372 J'VILLE,,0,4,50,50,0,04/08/22,INVC,3760022849,U651RLW   ,04/08/22,11:45:13,U651RLW   ,04/08/22,11:45:13
04/08/22,INVC,3760022832,9821021,TRANSFERS TO #372 J'VILLE,,0,5,50,50,0,04/08/22,INVC,3760022832,U651TAH   ,04/08/22,09:26:02,U651TAH   ,04/08/22,09:26:02
04/08/22,INVC,3760022831,9821021,TRANSFERS TO #372 J'VILLE,,0,2,50,50,0,04/08/22,INVC,3760022831,U651TAH   ,04/08/22,09:23:58,U651TAH   ,04/08/22,09:23:58
04/08/22,INVC,3760022756,2854962,PENSKE #0456 - LOUISVILLE,,0,3,75,50,0,04/08/22,INVC,3760022756,U651RLW   ,04/06/22,12:50:55,U651RLW   ,04/06/22,12:50:55
04/06/22,INVC,3760022735,9821027,TRANSFERS TO #374 SEYMOUR,,0,4,50,50,0,04/06/22,INVC,3760022735,U651RLW   ,04/06/22,08:08:30,U651RLW   ,04/06/22,08:08:30
04/06/22,INVC,3760022683,2854960,PENSKE #0470 - E. LVILLE,,0,2,75,50,0,04/06/22,INVC,3760022683,U651RLW   ,04/05/22,12:12:43,U651RLW   ,04/05/22,12:12:43
04/06/22,INVC,3760022615,2854962,PENSKE #0456 - LOUISVILLE,,0,4,75,50,0,04/06/22,INVC,3760022615,U651KAW   ,04/01/22,16:07:02,U651KAW   ,04/01/22,16:07:02
04/05/22,INVC,3760022669,9821021,TRANSFERS TO #372 J'VILLE,,0,2,50,50,0,04/05/22,INVC,3760022669,U651TAH   ,04/05/22,09:55:04,U651TAH   ,04/05/22,09:55:29
04/04/22,INVC,3760022561,2857412,PENSKE #5471 - JEFFVILLE,,0,2,75,50,0,04/04/22,INVC,3760022561,U651RLW   ,04/01/22,10:36:49,U651RLW   ,04/01/22,10:36:49
04/04/22,INVC,3760022532,2854960,PENSKE #0470 - E. LVILLE,,0,7,75,50,0,04/04/22,INVC,3760022532,U651RLW   ,03/31/22,13:14:31,U651RLW   ,03/31/22,13:14:31
04/04/22,INVC,3760022481,2854962,PENSKE #0456 - LOUISVILLE,,0,4,75,50,0,04/04/22,INVC,3760022481,U651KAW   ,03/30/22,16:24:40,U651KAW   ,03/30/22,16:24:40
03/31/22,INVC,3760022449,2854962,PENSKE #0456 - LOUISVILLE,,0,8,75,50,0,03/31/22,INVC,3760022449,U651RLW   ,03/30/22,12:45:02,U651RLW   ,03/30/22,12:45:02
03/31/22,INVC,3760022398,2854960,PENSKE #0470 - E. LVILLE,,0,6,75,50,0,03/31/22,INVC,3760022398,U651RLW   ,03/30/22,09:10:27,U651RLW   ,03/30/22,09:10:27
03/30/22,INVC,3760022395,9821027,TRANSFERS TO #374 SEYMOUR,,0,6,50,50,0,03/30/22,INVC,3760022395,U651KAW   ,03/30/22,08:18:30,U651KAW   ,03/30/22,08:18:30
03/29/22,INVC,3760022322,2854962,PENSKE #0456 - LOUISVILLE,,0,1,75,50,0,03/29/22,INVC,3760022322,U651RLW   ,03/28/22,11:58:19,U651RLW   ,03/28/22,11:58:19
03/28/22,INVC,3760022227,2857412,PENSKE #5471 - JEFFVILLE,,0,1,75,50,0,03/28/22,INVC,3760022227,U651RLW   ,03/25/22,09:57:30,U651RLW   ,03/25/22,09:57:44
03/25/22,INVC,3760022269,2851786,CUNDIFF STEEL ERECTORS IN,,0,6,75,50,0,03/25/22,INVC,3760022269,U651KAW   ,03/25/22,15:57:04,U651KAW   ,03/25/22,15:57:04
03/25/22,INVC,3760022229,9821027,TRANSFERS TO #374 SEYMOUR,,0,6,50,50,0,03/25/22,INVC,3760022229,U651RLW   ,03/25/22,10:16:56,U651RLW   ,03/25/22,10:16:56
03/24/22,INVC,3760022021,2854962,PENSKE #0456 - LOUISVILLE,,0,2,75,50,0,03/24/22,INVC,3760022021,U651KAW   ,03/22/22,14:44:19,U651KAW   ,03/22/22,14:44:19
03/23/22,INVC,3760022007,2854960,PENSKE #0470 - E. LVILLE,,0,6,75,50,0,03/23/22,INVC,3760022007,U651RLW   ,03/22/22,13:30:18,U651RLW   ,03/22/22,13:30:18
03/22/22,INVC,3760021930,2854962,PENSKE #0456 - LOUISVILLE,,0,2,75,50,0,03/22/22,INVC,3760021930,U651RLW   ,03/21/22,11:35:50,U651TAH   ,03/22/22,08:46:59
03/22/22,INVC,3760021846,2857412,PENSKE #5471 - JEFFVILLE,,0,3,75,50,0,03/22/22,INVC,3760021846,U651RLW   ,03/18/22,10:41:43,U651RLW   ,03/18/22,10:41:43
03/21/22,INVC,3760021933,2855616,BEST-ONE BOWLING GREEN,,0,8,50,50,0,03/21/22,INVC,3760021933,U651TAH   ,03/21/22,11:37:02,U651TAH   ,03/21/22,11:37:02
03/21/22,INVC,3760021932,9821024,TRANSFERS TO #373 E-TOWN,,0,4,50,50,0,03/21/22,INVC,3760021932,U651TAH   ,03/21/22,11:34:04,U651TAH   ,03/21/22,11:34:04
03/21/22,INVC,3760021931,9821021,TRANSFERS TO #372 J'VILLE,,0,4,50,50,0,03/21/22,INVC,3760021931,U651TAH   ,03/21/22,11:31:46,U651TAH   ,03/21/22,11:31:46
03/21/22,INVC,3760021929,9821021,TRANSFERS TO #372 J'VILLE,,0,8,50,50,0,03/21/22,INVC,3760021929,U651TAH   ,03/21/22,11:29:48,U651TAH   ,03/21/22,11:29:48
03/21/22,INVC,3760021833,2854960,PENSKE #0470 - E. LVILLE,,0,3,75,50,0,03/21/22,INVC,3760021833,U651KAW   ,03/18/22,09:37:00,U651KAW   ,03/18/22,09:37:00
03/17/22,INVC,3760021765,2854962,PENSKE #0456 - LOUISVILLE,,0,4,75,50,0,03/17/22,INVC,3760021765,U651KAW   ,03/16/22,13:02:40,U651KAW   ,03/16/22,13:02:40
03/16/22,VINV,11276,2853549,VOID,,0,6,75,50,0,03/16/22,VINV,11276,U651RLW   ,03/16/22,15:33:17,U651RLW   ,03/16/22,15:33:17
03/16/22,INVC,3760021773,9821027,TRANSFERS TO #374 SEYMOUR,,0,4,50,50,0,03/16/22,INVC,3760021773,U651RLW   ,03/16/22,14:01:33,U651RLW   ,03/16/22,14:01:33
03/15/22,INVC,3760021653,9821021,TRANSFERS TO #372 J'VILLE,,0,8,50,50,0,03/15/22,INVC,3760021653,U651KAW   ,03/15/22,10:42:09,U651KAW   ,03/15/22,10:42:09
03/15/22,INVC,3760021651,9821021,TRANSFERS TO #372 J'VILLE,,0,3,50,50,0,03/15/22,INVC,3760021651,U651KAW   ,03/15/22,10:40:45,U651KAW   ,03/15/22,10:41:21
03/14/22,INVC,3760021442,2854962,PENSKE #0456 - LOUISVILLE,,0,4,75,50,0,03/14/22,INVC,3760021442,U651RLW   ,03/09/22,12:48:12,U651RLW   ,03/09/22,12:48:12
03/14/22,INVC,3760021342,2854960,PENSKE #0470 - E. LVILLE,,0,2,75,50,0,03/14/22,INVC,3760021342,U651RLW   ,03/08/22,10:55:35,U651RLW   ,03/08/22,10:55:35
03/14/22,INVC,3760021251,2854962,PENSKE #0456 - LOUISVILLE,,0,1,75,50,0,03/14/22,INVC,3760021251,U651RLW   ,03/04/22,11:30:32,U651RLW   ,03/04/22,11:30:32
03/14/22,INVC,3760021243,2857412,PENSKE #5471 - JEFFVILLE,,0,3,75,50,0,03/14/22,INVC,3760021243,U651RLW   ,03/04/22,10:28:59,U651RLW   ,03/04/22,10:28:59
03/14/22,INVC,3760021095,2854962,PENSKE #0456 - LOUISVILLE,,0,3,75,50,0,03/14/22,INVC,3760021095,U651RLW   ,03/02/22,11:11:15,U651RLW   ,03/02/22,11:11:15
03/14/22,INVC,3760021030,2854962,PENSKE #0456 - LOUISVILLE,,0,1,75,50,0,03/14/22,INVC,3760021030,U651KAW   ,03/01/22,10:46:32,U651KAW   ,03/01/22,10:46:32
03/14/22,INVC,3760021018,2854960,PENSKE #0470 - E. LVILLE,,0,6,75,50,0,03/14/22,INVC,3760021018,U651KAW   ,03/01/22,10:09:29,U651KAW   ,03/01/22,10:09:29
03/11/22,INVC,3760021574,2852291,ERNST CONCRETE KENTUCKIAN,,0,8,80,50,0,03/11/22,INVC,3760021574,U651TLG   ,03/11/22,12:10:22,U651TLG   ,03/11/22,12:10:22
03/09/22,INVC,3760021416,9821021,TRANSFERS TO #372 J'VILLE,,0,2,50,50,0,03/09/22,INVC,3760021416,U651KAW   ,03/09/22,10:32:37,U651KAW   ,03/09/22,10:32:37
03/04/22,INVC,3760021083,9821024,TRANSFERS TO #373 E-TOWN,,0,2,50,50,0,03/04/22,INVC,3760021083,U651RLW   ,03/02/22,09:46:59,U651RLW   ,03/02/22,09:46:59
03/01/22,INVC,3760021034,9821021,TRANSFERS TO #372 J'VILLE,,0,6,50,50,0,03/01/22,INVC,3760021034,U651RLW   ,03/01/22,11:14:22,U651RLW   ,03/01/22,11:14:22
02/25/22,INVC,3760020835,2854960,PENSKE #0470 - E. LVILLE,,0,2,75,50,0,02/25/22,INVC,3760020835,U651RLW   ,02/24/22,11:20:26,U651RLW   ,02/24/22,11:20:26
02/25/22,INVC,3760020666,2854960,PENSKE #0470 - E. LVILLE,,0,1,75,50,0,02/25/22,INVC,3760020666,U651RLW   ,02/22/22,10:30:58,U651RLW   ,02/22/22,10:30:58
02/24/22,INVC,3760020696,2854960,PENSKE #0470 - E. LVILLE,,0,1,75,50,0,02/24/22,INVC,3760020696,U651KAW   ,02/22/22,14:04:19,U651KAW   ,02/22/22,14:04:19
02/23/22,INVC,3760020746,2854155,"M & M CARTAGE CO., INC.",,0,5,70.5,50,0,02/23/22,INVC,3760020746,U651RLW   ,02/23/22,09:29:30,U651RLW   ,02/23/22,09:29:30
02/22/22,INVC,3760020679,9821021,TRANSFERS TO #372 J'VILLE,,0,2,50,50,0,02/22/22,INVC,3760020679,U651RLW   ,02/22/22,11:44:09,U651RLW   ,02/22/22,11:44:09
02/21/22,INVC,3760020558,2857412,PENSKE #5471 - JEFFVILLE,,0,2,75,50,0,02/21/22,INVC,3760020558,U651RLW   ,02/18/22,09:43:23,U651RLW   ,02/18/22,09:43:23
02/18/22,INVC,3760020576,9821021,TRANSFERS TO #372 J'VILLE,,0,4,50,50,0,02/18/22,INVC,3760020576,U651RLW   ,02/18/22,12:49:17,U651RLW   ,02/18/22,12:49:17
02/18/22,INVC,3760020575,9821021,TRANSFERS TO #372 J'VILLE,,0,7,50,50,0,02/18/22,INVC,3760020575,U651RLW   ,02/18/22,12:47:57,U651RLW   ,02/18/22,12:47:57
02/18/22,INVC,3760020574,9821021,TRANSFERS TO #372 J'VILLE,,0,6,50,50,0,02/18/22,INVC,3760020574,U651RLW   ,02/18/22,12:43:21,U651RLW   ,02/18/22,12:43:21
02/17/22,INVC,3760020418,2854962,PENSKE #0456 - LOUISVILLE,,0,1,75,50,0,02/17/22,INVC,3760020418,U651RLW   ,02/16/22,09:49:54,U651RLW   ,02/16/22,09:49:54
02/16/22,INVC,3760020350,2854960,PENSKE #0470 - E. LVILLE,,0,1,75,50,0,02/16/22,INVC,3760020350,U651KAW   ,02/15/22,11:14:09,U651KAW   ,02/15/22,11:14:09
02/15/22,INVC,3760020332,9821027,TRANSFERS TO #374 SEYMOUR,,0,8,50,50,0,02/15/22,INVC,3760020332,U651RLW   ,02/15/22,08:21:02,U651RLW   ,02/15/22,08:21:02
02/15/22,INVC,3760020331,2854155,"M & M CARTAGE CO., INC.",,0,11,70.5,50,0,02/15/22,INVC,3760020331,U651RLW   ,02/15/22,08:13:51,U651RLW   ,02/15/22,08:13:51
02/15/22,INVC,3760020331,2854155,"M & M CARTAGE CO., INC.",,0,8,70.5,50,0,02/15/22,INVC,3760020331,U651RLW   ,02/15/22,08:13:04,U651RLW   ,02/15/22,08:13:23
