Product History,,Product,AWP01,Store,376,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Transaction Date,Transaction Type,Reference Number,Customer Vendor #,Customer/Vendor Name,Receiving PO Number,Inventory Quantity,Non-Inventory Quantity,Price,Cost,Inventory Balance,Transaction Date,Transaction Type,Reference Number,Created By,Created Date,Created Time,Last Changed By,Last Changed Date,Last Changed Time
10/18/22,INVC,3760032472,2854962,PENSKE #0456 - LOUISVILLE,,0,1,71.25,50,0,10/18/22,INVC,3760032472,U651KAW   ,10/13/22,08:12:54,U651MVB   ,10/18/22,13:35:59
10/17/22,INVC,3760032676,2854155,"M & M CARTAGE CO., INC.",,0,4,70.5,50,0,10/17/22,INVC,3760032676,U651RLW   ,10/17/22,13:10:25,U651RLW   ,10/17/22,13:10:25
10/17/22,INVC,3760032673,9821021,TRANSFERS TO #372 J'VILLE,,0,5,50,50,0,10/17/22,INVC,3760032673,U651KAW   ,10/17/22,13:03:22,U651KAW   ,10/17/22,13:03:22
10/17/22,INVC,3760032471,2854960,PENSKE #0470 - E. LVILLE,,0,2,71.25,50,0,10/17/22,INVC,3760032471,U651KAW   ,10/13/22,08:09:55,U651MVB   ,10/17/22,13:39:47
10/14/22,INVC,3760032594,9821021,TRANSFERS TO #372 J'VILLE,,0,2,50,50,0,10/14/22,INVC,3760032594,U651RLW   ,10/14/22,14:07:23,U651RLW   ,10/14/22,14:07:23
10/14/22,INVC,3760032582,2854155,"M & M CARTAGE CO., INC.",,0,16,70.5,50,0,10/14/22,INVC,3760032582,U651RLW   ,10/14/22,11:33:59,U651RLW   ,10/14/22,11:33:59
10/12/22,INVC,3760032435,9821027,TRANSFERS TO #374 SEYMOUR,,0,6,50,50,0,10/12/22,INVC,3760032435,U651RLW   ,10/12/22,12:06:01,U651RLW   ,10/12/22,12:06:01
10/12/22,INVC,3760032361,2856760,"WASTE MANAGEMENT,INC",,0,4,75,50,0,10/12/22,INVC,3760032361,U651RLW   ,10/11/22,10:44:56,U651SLM   ,10/12/22,11:02:12
10/12/22,INVC,3760032359,2856760,"WASTE MANAGEMENT,INC",,0,2,75,50,0,10/12/22,INVC,3760032359,U651RLW   ,10/11/22,10:44:24,U651RLW   ,10/11/22,10:44:24
10/11/22,INVC,3760032342,2857682,A&S TRUCK RD SERVICE LLC,,0,4,60,50,0,10/11/22,INVC,3760032342,U651TLG   ,10/11/22,08:04:47,U651TLG   ,10/11/22,09:04:56
10/11/22,INVC,3760032341,2855616,BEST-ONE BOWLING GREEN,,0,12,50,50,0,10/11/22,INVC,3760032341,U651RLW   ,10/11/22,09:00:46,U651RLW   ,10/11/22,09:00:59
10/11/22,INVC,3760032319,2854155,"M & M CARTAGE CO., INC.",,0,12,70.5,50,0,10/11/22,INVC,3760032319,U651RLW   ,10/11/22,09:52:24,U651RLW   ,10/11/22,09:52:24
10/11/22,INVC,3760032225,2854960,PENSKE #0470 - E. LVILLE,,0,2,75,50,0,10/11/22,INVC,3760032225,U651RLW   ,10/06/22,11:15:11,U651RLW   ,10/06/22,11:15:11
10/07/22,INVC,3760032293,9821021,TRANSFERS TO #372 J'VILLE,,0,4,50,50,0,10/07/22,INVC,3760032293,U651KAW   ,10/07/22,10:59:05,U651KAW   ,10/07/22,10:59:05
10/06/22,INVC,3760032105,2856760,"WASTE MANAGEMENT,INC",,0,6,75,50,0,10/06/22,INVC,3760032105,U651RLW   ,10/04/22,13:11:12,U651RLW   ,10/04/22,13:11:12
10/06/22,INVC,3760032100,2854960,PENSKE #0470 - E. LVILLE,,0,2,75,50,0,10/06/22,INVC,3760032100,U651RLW   ,10/04/22,12:28:25,U651RLW   ,10/04/22,12:28:25
10/05/22,INVC,3760032178,9821030,TRANSFERS TO #375 S'VILLE,,0,4,50,50,0,10/05/22,INVC,3760032178,U651RLW   ,10/05/22,14:59:21,U651RLW   ,10/05/22,14:59:21
10/05/22,INVC,3760029580,2854962,PENSKE #0456 - LOUISVILLE,,0,2,75,50,0,10/05/22,INVC,3760029580,U651KAW   ,08/18/22,15:06:33,U651KAW   ,08/18/22,15:06:33
10/04/22,INVC,3760032116,2852988,HILL TRANSPORTATION INC.,,0,2,75,50,0,10/04/22,INVC,3760032116,U651EMH   ,10/04/22,14:04:55,U651EMH   ,10/04/22,14:04:55
10/04/22,INVC,3760032109,2852988,HILL TRANSPORTATION INC.,,0,-2,75,50,0,10/04/22,INVC,3760032109,U651EMH   ,10/04/22,13:39:37,U651EMH   ,10/04/22,13:39:37
10/03/22,INVC,3760032049,9821021,TRANSFERS TO #372 J'VILLE,,0,2,50,50,0,10/03/22,INVC,3760032049,U651KAW   ,10/03/22,15:06:32,U651KAW   ,10/03/22,15:06:32
10/03/22,INVC,3760032048,9821021,TRANSFERS TO #372 J'VILLE,,0,8,50,50,0,10/03/22,INVC,3760032048,U651KAW   ,10/03/22,15:05:13,U651KAW   ,10/03/22,15:05:13
10/03/22,INVC,3760030649,2854960,PENSKE #0470 - E. LVILLE,,0,1,75,50,0,10/03/22,INVC,3760030649,U651KAW   ,09/08/22,14:57:21,U651KAW   ,09/08/22,14:57:21
09/29/22,INVC,3760031881,9821021,TRANSFERS TO #372 J'VILLE,,0,3,50,50,0,09/29/22,INVC,3760031881,U651RLW   ,09/29/22,10:31:43,U651RLW   ,09/29/22,10:31:43
09/29/22,INVC,3760031881,9821021,TRANSFERS TO #372 J'VILLE,,0,9,50,50,0,09/29/22,INVC,3760031881,U651RLW   ,09/29/22,10:30:59,U651RLW   ,09/29/22,10:30:59
09/29/22,INVC,3760031757,2854960,PENSKE #0470 - E. LVILLE,,0,2,75,50,0,09/29/22,INVC,3760031757,U651KAW   ,09/27/22,12:44:10,U651KAW   ,09/27/22,12:44:10
09/26/22,INVC,3760031688,9821021,TRANSFERS TO #372 J'VILLE,,0,7,50,50,0,09/26/22,INVC,3760031688,U651RLW   ,09/26/22,15:26:29,U651RLW   ,09/26/22,15:26:29
09/26/22,INVC,3760031688,9821021,TRANSFERS TO #372 J'VILLE,,0,2,50,50,0,09/26/22,INVC,3760031688,U651RLW   ,09/26/22,15:26:04,U651RLW   ,09/26/22,15:26:04
09/26/22,VINV,3760031684,9821021,VOID,,0,2,50,50,0,09/26/22,VINV,3760031684,U651RLW   ,09/26/22,14:46:19,U651RLW   ,09/26/22,14:46:19
09/26/22,INVC,3760031335,2854962,PENSKE #0456 - LOUISVILLE,,0,2,75,50,0,09/26/22,INVC,3760031335,U651RLW   ,09/21/22,12:09:04,U651RLW   ,09/21/22,12:09:04
09/23/22,INVC,3760031578,9821021,TRANSFERS TO #372 J'VILLE,,0,1,50,50,0,09/23/22,INVC,3760031578,U651RLW   ,09/23/22,13:12:33,U651RLW   ,09/23/22,13:12:33
09/23/22,INVC,3760030630,2857412,PENSKE #5471 - JEFFVILLE,,0,4,75,50,0,09/23/22,INVC,3760030630,U651KAW   ,09/08/22,13:47:47,U651KAW   ,09/08/22,13:47:47
09/22/22,INVC,3760031081,2854962,PENSKE #0456 - LOUISVILLE,,0,1,75,50,0,09/22/22,INVC,3760031081,U651KAW   ,09/15/22,15:12:26,U651KAW   ,09/15/22,15:12:26
09/21/22,INVC,3760030619,2854960,PENSKE #0470 - E. LVILLE,,0,3,75,50,0,09/21/22,INVC,3760030619,U651KAW   ,09/08/22,13:13:56,U651KAW   ,09/08/22,13:13:56
09/20/22,INVC,3760031246,2855616,BEST-ONE BOWLING GREEN,,0,16,50,50,0,09/20/22,INVC,3760031246,U651RLW   ,09/20/22,09:12:51,U651RLW   ,09/20/22,09:12:51
09/20/22,INVC,3760031246,2855616,BEST-ONE BOWLING GREEN,,0,16,50,50,0,09/20/22,INVC,3760031246,U651RLW   ,09/20/22,09:12:03,U651RLW   ,09/20/22,09:12:40
09/19/22,INVC,3760030980,2854962,PENSKE #0456 - LOUISVILLE,,0,1,75,50,0,09/19/22,INVC,3760030980,U651RLW   ,09/14/22,10:48:08,U651RLW   ,09/14/22,10:48:08
09/15/22,INVC,3760030915,2856760,"WASTE MANAGEMENT,INC",,0,6,75,50,0,09/15/22,INVC,3760030915,U651RLW   ,09/13/22,10:23:32,U651RLW   ,09/13/22,10:23:39
09/15/22,INVC,3760030914,2856760,"WASTE MANAGEMENT,INC",,0,1,75,50,0,09/15/22,INVC,3760030914,U651RLW   ,09/13/22,10:19:32,U651RLW   ,09/13/22,10:19:32
09/15/22,INVC,3760030913,2856760,"WASTE MANAGEMENT,INC",,0,4,75,50,0,09/15/22,INVC,3760030913,U651RLW   ,09/13/22,10:16:15,U651RLW   ,09/13/22,10:16:15
09/14/22,INVC,3760030784,2854960,PENSKE #0470 - E. LVILLE,,0,6,75,50,0,09/14/22,INVC,3760030784,U651KAW   ,09/09/22,13:08:07,U651KAW   ,09/09/22,13:08:07
09/13/22,INVC,3760030901,2854155,"M & M CARTAGE CO., INC.",,0,9,70.5,50,0,09/13/22,INVC,3760030901,U651RLW   ,09/13/22,09:34:31,U651RLW   ,09/13/22,09:34:41
09/13/22,INVC,3760030885,2854962,PENSKE #0456 - LOUISVILLE,,0,4,75,50,0,09/13/22,INVC,3760030885,U651TAH   ,09/13/22,08:13:22,U651TAH   ,09/13/22,08:13:22
09/12/22,INVC,3760030843,9821027,TRANSFERS TO #374 SEYMOUR,,0,6,50,50,0,09/12/22,INVC,3760030843,U651KAW   ,09/12/22,11:44:13,U651KAW   ,09/12/22,11:44:13
09/12/22,INVC,3760030841,9821021,TRANSFERS TO #372 J'VILLE,,0,-6,50,50,0,09/12/22,INVC,3760030841,U651KAW   ,09/12/22,11:39:30,U651KAW   ,09/12/22,11:39:30
09/09/22,INVC,3760030795,9821021,TRANSFERS TO #372 J'VILLE,,0,6,50,50,0,09/09/22,INVC,3760030795,U651RLW   ,09/09/22,14:32:03,U651RLW   ,09/09/22,14:32:03
09/09/22,INVC,3760030676,9821027,TRANSFERS TO #374 SEYMOUR,,0,3,50,50,0,09/09/22,INVC,3760030676,U651RLW   ,09/09/22,07:12:49,U651RLW   ,09/09/22,07:12:49
09/07/22,INVC,3760030262,2856760,"WASTE MANAGEMENT,INC",,0,2,75,50,0,09/07/22,INVC,3760030262,U651RLW   ,09/01/22,09:15:49,U651RLW   ,09/01/22,09:15:49
09/07/22,INVC,3760030260,2856760,"WASTE MANAGEMENT,INC",,0,5,75,50,0,09/07/22,INVC,3760030260,U651RLW   ,09/01/22,08:46:32,U651RLW   ,09/01/22,08:46:32
09/07/22,INVC,3760030078,2856760,"WASTE MANAGEMENT,INC",,0,4,75,50,0,09/07/22,INVC,3760030078,U651RLW   ,08/26/22,12:00:36,U651RLW   ,08/26/22,12:00:36
09/07/22,INVC,3760030077,2856760,"WASTE MANAGEMENT,INC",,0,2,75,50,0,09/07/22,INVC,3760030077,U651RLW   ,08/26/22,11:59:56,U651RLW   ,08/26/22,11:59:56
09/07/22,INVC,3760029464,2854962,PENSKE #0456 - LOUISVILLE,,0,1,75,50,0,09/07/22,INVC,3760029464,U651KAW   ,08/17/22,14:51:40,U651KAW   ,08/17/22,14:51:40
09/03/22,INVC,3760030403,2854155,"M & M CARTAGE CO., INC.",,0,11,70.5,50,0,09/03/22,INVC,3760030403,U651RLW   ,09/03/22,11:06:20,U651RLW   ,09/03/22,11:06:20
09/02/22,INVC,3760030309,9821027,TRANSFERS TO #374 SEYMOUR,,0,6,50,50,0,09/02/22,INVC,3760030309,U651RLW   ,09/02/22,07:17:44,U651RLW   ,09/02/22,07:17:44
09/02/22,INVC,3760030308,9821027,TRANSFERS TO #374 SEYMOUR,,0,6,50,50,0,09/02/22,INVC,3760030308,U651RLW   ,09/02/22,07:16:26,U651RLW   ,09/02/22,07:16:26
09/01/22,INVC,3760030264,9821021,TRANSFERS TO #372 J'VILLE,,0,9,50,50,0,09/01/22,INVC,3760030264,U651RLW   ,09/01/22,09:33:53,U651RLW   ,09/01/22,09:33:53
08/31/22,INVC,3760030108,2854155,"M & M CARTAGE CO., INC.",,0,2,70.5,50,0,08/31/22,INVC,3760030108,U651KAW   ,08/29/22,10:43:59,U651KAW   ,08/29/22,10:43:59
08/31/22,INVC,3760030107,2854155,"M & M CARTAGE CO., INC.",,0,6,70.5,50,0,08/31/22,INVC,3760030107,U651KAW   ,08/29/22,10:42:15,U651RLW   ,08/31/22,07:05:17
08/30/22,INVC,3760029994,2854960,PENSKE #0470 - E. LVILLE,,0,5,75,50,0,08/30/22,INVC,3760029994,U651KAW   ,08/25/22,13:09:38,U651KAW   ,08/25/22,13:09:38
08/29/22,INVC,3760030137,9821021,TRANSFERS TO #372 J'VILLE,,0,6,50,50,0,08/29/22,INVC,3760030137,U651KAW   ,08/29/22,15:24:33,U651KAW   ,08/29/22,15:24:33
08/29/22,INVC,3760030111,9821021,TRANSFERS TO #372 J'VILLE,,0,2,50,50,0,08/29/22,INVC,3760030111,U651KAW   ,08/29/22,12:03:47,U651KAW   ,08/29/22,12:03:47
08/29/22,INVC,3760029643,2856760,"WASTE MANAGEMENT,INC",,0,6,75,50,0,08/29/22,INVC,3760029643,U651RLW   ,08/19/22,12:57:28,U651SLM   ,08/29/22,15:09:48
08/26/22,INVC,3760030085,9821021,TRANSFERS TO #372 J'VILLE,,0,2,50,50,0,08/26/22,INVC,3760030085,U651KAW   ,08/26/22,13:53:31,U651KAW   ,08/26/22,13:53:31
08/26/22,INVC,3760030066,9821021,TRANSFERS TO #372 J'VILLE,,0,3,50,50,0,08/26/22,INVC,3760030066,U651RLW   ,08/26/22,09:02:19,U651RLW   ,08/26/22,09:02:40
08/26/22,INVC,3760030065,9821021,TRANSFERS TO #372 J'VILLE,,0,2,50,50,0,08/26/22,INVC,3760030065,U651RLW   ,08/26/22,08:57:39,U651RLW   ,08/26/22,08:57:39
08/26/22,VINV,3760030051,9821021,VOID,,0,3,50,50,0,08/26/22,VINV,3760030051,U651RLW   ,08/26/22,07:18:17,U651RLW   ,08/26/22,07:18:17
08/26/22,INVC,3760028478,2852988,HILL TRANSPORTATION INC.,,0,2,75,50,0,08/26/22,INVC,3760028478,U651EMH   ,07/28/22,13:03:15,U651EMH   ,07/28/22,13:03:15
08/23/22,INVC,3760029327,2856760,"WASTE MANAGEMENT,INC",,0,6,75,50,0,08/23/22,INVC,3760029327,U651RLW   ,08/16/22,08:53:05,U651RLW   ,08/16/22,08:53:05
08/23/22,INVC,3760028659,9821021,TRANSFERS TO #372 J'VILLE,,0,7,50,50,0,08/23/22,INVC,3760028659,U651RLW   ,08/02/22,09:53:24,U651RLW   ,08/02/22,09:53:24
08/19/22,INVC,3760029634,2854155,"M & M CARTAGE CO., INC.",,0,8,70.5,50,0,08/19/22,INVC,3760029634,U651RLW   ,08/19/22,12:22:50,U651RLW   ,08/19/22,12:22:50
08/19/22,INVC,3760029632,9821021,TRANSFERS TO #372 J'VILLE,,0,6,50,50,0,08/19/22,INVC,3760029632,U651RLW   ,08/19/22,12:10:53,U651RLW   ,08/19/22,12:10:53
08/17/22,INVC,3760029429,2850002,US LINE,,0,6,75,50,0,08/17/22,INVC,3760029429,U651KAW   ,08/17/22,11:05:18,U651KAW   ,08/17/22,11:05:30
08/16/22,INVC,3760029264,2854962,PENSKE #0456 - LOUISVILLE,,0,2,75,50,0,08/16/22,INVC,3760029264,U651TAH   ,08/16/22,11:12:15,U651TAH   ,08/16/22,11:12:15
08/16/22,INVC,3760029141,2854962,PENSKE #0456 - LOUISVILLE,,0,3,75,50,0,08/16/22,INVC,3760029141,U651KAW   ,08/10/22,12:38:08,U651KAW   ,08/10/22,12:38:08
08/10/22,INVC,3760029048,2854960,PENSKE #0470 - E. LVILLE,,0,2,75,50,0,08/10/22,INVC,3760029048,U651RLW   ,08/09/22,11:18:56,U651RLW   ,08/09/22,11:18:56
08/10/22,INVC,3760028926,2854962,PENSKE #0456 - LOUISVILLE,,0,5,75,50,0,08/10/22,INVC,3760028926,U651RLW   ,08/08/22,10:08:17,U651RLW   ,08/08/22,10:08:17
08/08/22,INVC,3760028889,2857412,PENSKE #5471 - JEFFVILLE,,0,1,75,50,0,08/08/22,INVC,3760028889,U651RLW   ,08/05/22,11:25:05,U651RLW   ,08/05/22,11:25:05
08/04/22,INVC,3760028344,2857682,A&S TRUCK RD SERVICE LLC,,0,4,75,50,0,08/04/22,INVC,3760028344,U651TLG   ,07/27/22,08:38:16,U651TLG   ,07/27/22,08:38:16
08/03/22,INVC,3760028534,2857412,PENSKE #5471 - JEFFVILLE,,0,3,75,50,0,08/03/22,INVC,3760028534,U651RLW   ,07/29/22,11:30:11,U651RLW   ,07/29/22,11:30:11
08/02/22,INVC,3760028641,2854155,"M & M CARTAGE CO., INC.",,0,8,70.5,50,0,08/02/22,INVC,3760028641,U651RLW   ,08/02/22,07:37:37,U651RLW   ,08/02/22,07:37:37
08/02/22,INVC,3760028627,2854962,PENSKE #0456 - LOUISVILLE,,0,3,75,50,0,08/02/22,INVC,3760028627,U651RLW   ,08/01/22,13:41:28,U651RLW   ,08/01/22,13:41:28
08/02/22,INVC,3760028362,2854960,PENSKE #0470 - E. LVILLE,,0,1,75,50,0,08/02/22,INVC,3760028362,U651KAW   ,07/27/22,10:32:33,U651TAH   ,08/02/22,09:36:27
08/02/22,INVC,3760028360,2854962,PENSKE #0456 - LOUISVILLE,,0,1,75,50,0,08/02/22,INVC,3760028360,U651KAW   ,07/27/22,10:24:41,U651KAW   ,07/27/22,10:24:41
08/01/22,INVC,3760028204,2854960,PENSKE #0470 - E. LVILLE,,0,3,75,50,0,08/01/22,INVC,3760028204,U651KAW   ,07/22/22,11:39:38,U651KAW   ,07/22/22,11:39:38
07/28/22,INVC,3760028444,9821021,TRANSFERS TO #372 J'VILLE,,0,2,50,50,0,07/28/22,INVC,3760028444,U651RLW   ,07/28/22,10:37:19,U651RLW   ,07/28/22,10:37:19
07/27/22,INVC,3760028334,9821027,TRANSFERS TO #374 SEYMOUR,,0,6,50,50,0,07/27/22,INVC,3760028334,U651RLW   ,07/27/22,07:11:00,U651RLW   ,07/27/22,07:11:00
07/26/22,INVC,3760028189,2857412,PENSKE #5471 - JEFFVILLE,,0,8,5,50,0,07/26/22,INVC,3760028189,U651RLW   ,07/22/22,09:39:43,U651TAH   ,07/26/22,08:02:06
07/21/22,INVC,3760027825,2854960,PENSKE #0470 - E. LVILLE,,0,2,75,50,0,07/21/22,INVC,3760027825,U651KAW   ,07/14/22,15:35:14,U651KAW   ,07/14/22,15:35:14
07/19/22,INVC,3760028007,2857412,PENSKE #5471 - JEFFVILLE,,0,1,75,50,0,07/19/22,INVC,3760028007,U651TAH   ,07/19/22,09:04:31,U651TAH   ,07/19/22,09:04:31
07/15/22,INVC,3760027870,2852291,ERNST CONCRETE KENTUCKIAN,,0,8,80,50,0,07/15/22,INVC,3760027870,U651JLE   ,07/15/22,12:46:19,U651JLE   ,07/15/22,12:46:19
07/15/22,INVC,3760027849,9821021,TRANSFERS TO #372 J'VILLE,,0,8,50,50,0,07/15/22,INVC,3760027849,U651TAH   ,07/15/22,10:54:52,U651TAH   ,07/15/22,10:54:52
07/15/22,INVC,3760027616,2854960,PENSKE #0470 - E. LVILLE,,0,1,75,50,0,07/15/22,INVC,3760027616,U651KAW   ,07/12/22,11:22:10,U651KAW   ,07/12/22,11:22:10
07/14/22,INVC,3760027751,9821021,TRANSFERS TO #372 J'VILLE,,0,8,50,50,0,07/14/22,INVC,3760027751,U651RLW   ,07/14/22,11:39:32,U651RLW   ,07/14/22,11:39:32
07/14/22,INVC,3760027751,9821021,TRANSFERS TO #372 J'VILLE,,0,1,50,50,0,07/14/22,INVC,3760027751,U651RLW   ,07/14/22,11:39:08,U651RLW   ,07/14/22,11:39:08
07/14/22,INVC,3760027722,9821024,TRANSFERS TO #373 E-TOWN,,0,3,50,50,0,07/14/22,INVC,3760027722,U651RLW   ,07/14/22,09:23:44,U651RLW   ,07/14/22,09:23:44
07/14/22,INVC,3760027721,9821021,TRANSFERS TO #372 J'VILLE,,0,5,50,50,0,07/14/22,INVC,3760027721,U651RLW   ,07/14/22,09:22:50,U651RLW   ,07/14/22,09:22:50
07/14/22,INVC,3760027713,2854155,"M & M CARTAGE CO., INC.",,0,8,70.5,50,0,07/14/22,INVC,3760027713,U651RLW   ,07/14/22,08:37:43,U651RLW   ,07/14/22,08:37:43
07/14/22,INVC,3760027713,2854155,"M & M CARTAGE CO., INC.",,0,8,70.5,50,0,07/14/22,INVC,3760027713,U651RLW   ,07/14/22,08:36:37,U651RLW   ,07/14/22,08:36:37
